,order_id,customer_id,amount,created_at
49,2146858336391,cus_19802,4.24,2020-04-13 18:24:46+00:00
50,2146855092359,cus_49331,21.92,2020-04-13 18:23:23+00:00
51,2146847883399,cus_49330,25.0,2020-04-13 18:20:12+00:00
52,2146843197575,cus_12671,7.99,2020-04-13 18:17:51+00:00
53,2146843099271,cus_2809,27.66,2020-04-13 18:17:48+00:00
54,2146837004423,cus_39244,19.9,2020-04-13 18:15:00+00:00
55,2146836906119,cus_49326,8.9,2020-04-13 18:14:58+00:00
56,2146835857543,cus_49325,33.19,2020-04-13 18:14:23+00:00
57,2146835136647,cus_49324,7.99,2020-04-13 18:14:05+00:00
58,2146835103879,cus_49323,14.99,2020-04-13 18:14:02+00:00
59,2146834546823,cus_49322,8.99,2020-04-13 18:13:54+00:00
60,2146833399943,cus_49320,7.99,2020-04-13 18:12:09+00:00
61,2146833399943,cus_49320,7.99,2020-04-13 18:13:01+00:00
62,2146833399943,cus_49320,7.99,2020-04-13 18:13:29+00:00
63,2146831237255,cus_49321,8.99,2020-04-13 18:12:36+00:00
64,2146830286983,cus_49319,8.35,2020-04-13 18:12:06+00:00
65,2146829828231,cus_49318,27.0,2020-04-13 18:11:58+00:00
66,2146824061063,cus_49317,19.49,2020-04-13 18:09:19+00:00
67,2146824061063,cus_49317,19.49,2020-04-13 18:09:39+00:00
68,2146823307399,cus_49316,9.43,2020-04-13 18:09:13+00:00
69,2146821374087,cus_47757,7.99,2020-04-13 18:08:17+00:00
70,2146821046407,cus_49314,8.9,2020-04-13 18:08:14+00:00
71,2146818883719,cus_49313,8.9,2020-04-13 18:07:20+00:00
72,2146818850951,cus_49311,14.27,2020-04-13 18:07:15+00:00
73,2146818785415,cus_49312,25.0,2020-04-13 18:07:16+00:00
74,2146818195591,cus_37955,9.99,2020-04-13 18:06:59+00:00
75,2146815475847,cus_49309,76.47,2020-04-13 18:05:49+00:00
76,2146815410311,cus_23558,12.99,2020-04-13 18:05:42+00:00
77,2146805612679,cus_49307,21.29,2020-04-13 18:01:33+00:00
78,2146803449991,cus_9898,22.99,2020-04-13 18:00:29+00:00
79,2146770747527,cus_12159,9.43,2020-04-13 17:46:31+00:00
80,2146757017735,cus_10299,25.21,2020-04-13 17:40:31+00:00
81,2146732146823,cus_18446,7.99,2020-04-13 17:30:47+00:00
82,2146728902791,cus_4672,20.63,2020-04-13 17:29:28+00:00
83,2146718548103,cus_49301,10.99,2020-04-13 17:25:07+00:00
84,2146693578887,cus_49300,34.0,2020-04-13 17:14:27+00:00
85,2146692235399,cus_49299,26.81,2020-04-13 17:13:49+00:00
86,2146675163271,cus_49298,21.44,2020-04-13 17:06:28+00:00
87,2146669789319,cus_49297,7.99,2020-04-13 17:04:17+00:00
88,2146667397255,cus_49296,49.18,2020-04-13 17:03:06+00:00
89,2146648391815,cus_47052,7.99,2020-04-13 16:54:43+00:00
90,2146645901447,cus_49294,17.99,2020-04-13 16:53:45+00:00
91,2146628042887,cus_49293,9.67,2020-04-13 16:46:30+00:00
92,2146626666631,cus_49292,16.91,2020-04-13 16:45:59+00:00
93,2146622046343,cus_49291,8.35,2020-04-13 16:44:14+00:00
94,2146619162759,cus_49290,13.99,2020-04-13 16:42:45+00:00
95,2146615525511,cus_49289,9.59,2020-04-13 16:41:29+00:00
96,2146601664647,cus_15444,12.49,2020-04-13 16:36:06+00:00
97,2146590818439,cus_19141,19.9,2020-04-13 16:31:33+00:00
98,2146590752903,cus_49286,9.47,2020-04-13 16:31:31+00:00
99,2146590687367,cus_49285,9.43,2020-04-13 16:31:29+00:00
100,2146580430983,cus_49284,13.99,2020-04-13 16:27:09+00:00
101,2146574729351,cus_20372,29.24,2020-04-13 16:24:28+00:00
102,2146558443655,cus_21691,13.99,2020-04-13 16:17:01+00:00
103,2146557231239,cus_49281,9.43,2020-04-13 16:16:26+00:00
104,2146552774791,cus_49280,17.99,2020-04-13 16:14:16+00:00
105,2146548678791,cus_49279,7.99,2020-04-13 16:12:12+00:00
106,2146545696903,cus_49278,8.99,2020-04-13 16:11:06+00:00
107,2146545467527,cus_15648,9.99,2020-04-13 16:10:57+00:00
108,2146535473287,cus_49276,44.63,2020-04-13 16:06:28+00:00
109,2146516664455,cus_49275,9.99,2020-04-13 15:58:01+00:00
110,2146510602375,cus_49274,7.99,2020-04-13 15:55:16+00:00
111,2146498576519,cus_8843,8.9,2020-04-13 15:49:48+00:00
112,2146484781191,cus_49272,11.57,2020-04-13 15:43:48+00:00
113,2146478489735,cus_49271,49.95,2020-04-13 15:41:24+00:00
114,2146475475079,cus_49270,19.9,2020-04-13 15:40:15+00:00
115,2146475049095,cus_49269,19.08,2020-04-13 15:39:56+00:00
116,2146461909127,cus_49268,7.99,2020-04-13 15:34:25+00:00
117,2146456731783,cus_49267,27.0,2020-04-13 15:32:03+00:00
118,2146441068679,cus_49266,25.2,2020-04-13 15:24:53+00:00
119,2146430025863,cus_49265,10.35,2020-04-13 15:19:52+00:00
120,2146429993095,cus_49264,9.37,2020-04-13 15:19:49+00:00
121,2146424979591,cus_49263,28.21,2020-04-13 15:17:28+00:00
122,2146424062087,cus_49262,9.99,2020-04-13 15:16:59+00:00
123,2146400534663,cus_49261,11.99,2020-04-13 15:05:50+00:00
124,2146392408199,cus_49260,7.99,2020-04-13 15:02:04+00:00
125,2146387460231,cus_49259,9.46,2020-04-13 14:59:49+00:00
126,2146387394695,cus_49258,9.46,2020-04-13 14:59:48+00:00
127,2146373501063,cus_49257,25.0,2020-04-13 14:52:59+00:00
128,2146371633287,cus_49256,7.99,2020-04-13 14:52:04+00:00
129,2146364719239,cus_24867,30.0,2020-04-13 14:48:14+00:00
130,2146357215367,cus_49254,9.63,2020-04-13 14:44:52+00:00
131,2146357084295,cus_49253,45.95,2020-04-13 14:44:50+00:00
132,2146356920455,cus_49252,9.55,2020-04-13 14:44:47+00:00
133,2146301247623,cus_49251,10.54,2020-04-13 14:18:11+00:00
134,2146292695175,cus_49250,27.75,2020-04-13 14:14:01+00:00
135,2146289746055,cus_49249,25.0,2020-04-13 14:12:12+00:00
136,2146285092999,cus_49248,9.67,2020-04-13 14:09:42+00:00
137,2146274050183,cus_49247,9.43,2020-04-13 14:04:46+00:00
138,2146271723655,cus_49246,19.24,2020-04-13 14:03:32+00:00
139,2146266054791,cus_49245,15.49,2020-04-13 14:00:28+00:00
140,2146262483079,cus_49244,59.7,2020-04-13 13:58:31+00:00
141,2146255798407,cus_49243,13.99,2020-04-13 13:54:39+00:00
142,2146247573639,cus_49242,8.9,2020-04-13 13:49:44+00:00
143,2146246885511,cus_49241,10.99,2020-04-13 13:49:20+00:00
144,2146243903623,cus_13550,25.0,2020-04-13 13:47:48+00:00
145,2146238857351,cus_49239,7.99,2020-04-13 13:44:46+00:00
146,2146231091335,cus_49238,8.99,2020-04-13 13:40:12+00:00
147,2146228928647,cus_49237,22.99,2020-04-13 13:38:54+00:00
148,2146224308359,cus_49236,12.99,2020-04-13 13:36:16+00:00
149,2146206449799,cus_49235,13.99,2020-04-13 13:27:21+00:00
150,2146203304071,cus_11136,25.0,2020-04-13 13:25:46+00:00
151,2146202845319,cus_49233,8.99,2020-04-13 13:25:29+00:00
152,2146202222727,cus_15706,13.99,2020-04-13 13:25:05+00:00
153,2146201501831,cus_49231,25.0,2020-04-13 13:24:35+00:00
154,2146199502983,cus_49230,25.25,2020-04-13 13:23:22+00:00
155,2146189967495,cus_49229,7.99,2020-04-13 13:16:40+00:00
156,2146189967495,cus_49229,7.99,2020-04-13 13:17:05+00:00
157,2146189967495,cus_49229,7.99,2020-04-13 13:17:34+00:00
158,2146183577735,cus_5317,7.99,2020-04-13 13:13:45+00:00
159,2146150973575,cus_49227,8.9,2020-04-13 12:54:40+00:00
160,2146075345031,cus_31735,8.99,2020-04-13 12:06:37+00:00
161,2146063188103,cus_34888,9.66,2020-04-13 11:59:34+00:00
162,2146061713543,cus_49224,11.99,2020-04-13 11:58:33+00:00
163,2146054570119,cus_49223,26.0,2020-04-13 11:53:07+00:00
164,2146034876551,cus_49222,22.74,2020-04-13 11:37:38+00:00
165,2145961050247,cus_49221,9.67,2020-04-13 10:39:32+00:00
166,2145961017479,cus_49220,45.42,2020-04-13 10:39:30+00:00
167,2145947844743,cus_49219,8.9,2020-04-13 10:29:30+00:00
168,2145920680071,cus_49218,110.69,2020-04-13 10:11:07+00:00
169,2145896628359,cus_49217,40.76,2020-04-13 09:50:54+00:00
170,2145857241223,cus_49216,25.2,2020-04-13 09:19:29+00:00
171,2145814937735,cus_49215,25.0,2020-04-13 08:43:31+00:00
172,2145812381831,cus_49214,42.46,2020-04-13 08:41:27+00:00
173,2145805009031,cus_9341,90.78,2020-04-13 08:35:45+00:00
174,2145804812423,cus_49212,19.9,2020-04-13 08:35:37+00:00
175,2145804812423,cus_49212,19.9,2020-04-13 16:01:39+00:00
176,2145804648583,cus_49211,8.9,2020-04-13 08:35:29+00:00
177,2145804517511,cus_49210,8.9,2020-04-13 08:35:24+00:00
178,2145804189831,cus_12097,7.12,2020-04-13 08:35:14+00:00
179,2145804058759,cus_49208,49.95,2020-04-13 08:35:06+00:00
180,2145803665543,cus_49207,49.95,2020-04-13 08:34:56+00:00
181,2145803436167,cus_7330,49.95,2020-04-13 08:34:50+00:00
182,2145803337863,cus_49205,53.82,2020-04-13 08:34:43+00:00
183,2145803174023,cus_9233,49.95,2020-04-13 08:34:33+00:00
184,2145802911879,cus_49203,49.95,2020-04-13 08:34:27+00:00
185,2145802911879,cus_49203,49.95,2020-04-13 16:26:59+00:00
186,2145802813575,cus_49202,49.95,2020-04-13 08:34:16+00:00
187,2145802813575,cus_49202,49.95,2020-04-13 16:07:38+00:00
188,2145802715271,cus_49201,19.9,2020-04-13 08:34:10+00:00
189,2145802453127,cus_30585,19.9,2020-04-13 08:34:04+00:00
190,2145802322055,cus_49199,19.9,2020-04-13 08:33:57+00:00
191,2145801961607,cus_49198,19.9,2020-04-13 08:33:49+00:00
192,2145801764999,cus_49197,21.34,2020-04-13 08:33:43+00:00
193,2145801633927,cus_25009,8.9,2020-04-13 08:33:37+00:00
194,2145801502855,cus_49195,19.9,2020-04-13 08:33:30+00:00
195,2145801404551,cus_49194,19.9,2020-04-13 08:33:24+00:00
196,2145801339015,cus_49193,19.9,2020-04-13 08:33:19+00:00
197,2145801175175,cus_49191,16.63,2020-04-13 08:33:09+00:00
198,2145801109639,cus_49192,19.9,2020-04-13 08:33:12+00:00
199,2145800781959,cus_49190,19.9,2020-04-13 08:32:58+00:00
200,2145800618119,cus_49189,21.34,2020-04-13 08:32:51+00:00
201,2145800487047,cus_11847,9.55,2020-04-13 08:32:45+00:00
202,2145800290439,cus_49187,19.9,2020-04-13 08:32:39+00:00
203,2145800028295,cus_49186,19.9,2020-04-13 08:32:32+00:00
204,2145799831687,cus_49185,21.34,2020-04-13 08:32:25+00:00
205,2145799733383,cus_49184,8.9,2020-04-13 08:32:19+00:00
206,2145799602311,cus_49183,28.8,2020-04-13 08:32:09+00:00
207,2145799405703,cus_49182,15.92,2020-04-13 08:32:04+00:00
208,2145799274631,cus_49181,8.9,2020-04-13 08:31:57+00:00
209,2145799078023,cus_49180,19.9,2020-04-13 08:31:50+00:00
210,2145798914183,cus_49179,9.9,2020-04-13 08:31:39+00:00
211,2145798684807,cus_12575,8.9,2020-04-13 08:31:32+00:00
212,2145798520967,cus_49177,8.9,2020-04-13 08:31:25+00:00
213,2145798324359,cus_49176,8.9,2020-04-13 08:31:17+00:00
214,2145798258823,cus_49175,9.55,2020-04-13 08:31:12+00:00
215,2145798226055,cus_49174,8.9,2020-04-13 08:31:05+00:00
216,2145798062215,cus_49173,19.9,2020-04-13 08:31:00+00:00
217,2145797865607,cus_49172,19.9,2020-04-13 08:30:48+00:00
218,2145797734535,cus_49171,19.9,2020-04-13 08:30:42+00:00
219,2145797570695,cus_29693,9.9,2020-04-13 08:30:35+00:00
220,2145797341319,cus_49169,19.9,2020-04-13 08:30:28+00:00
221,2145797177479,cus_49168,19.9,2020-04-13 08:30:22+00:00
222,2145796948103,cus_49167,8.9,2020-04-13 08:30:12+00:00
223,2145796784263,cus_49166,8.9,2020-04-13 08:30:05+00:00
224,2145796587655,cus_49165,19.9,2020-04-13 08:29:56+00:00
225,2145796554887,cus_9316,9.55,2020-04-13 08:29:48+00:00
226,2145796456583,cus_49163,8.9,2020-04-13 08:29:42+00:00
227,2145796292743,cus_49162,8.9,2020-04-13 08:29:36+00:00
228,2145796096135,cus_49161,8.9,2020-04-13 08:29:30+00:00
229,2145795899527,cus_13557,9.55,2020-04-13 08:29:23+00:00
230,2145795833991,cus_49159,8.9,2020-04-13 08:29:17+00:00
231,2145795702919,cus_49158,9.55,2020-04-13 08:29:09+00:00
232,2145795604615,cus_49157,8.9,2020-04-13 08:29:04+00:00
233,2145795440775,cus_49156,21.34,2020-04-13 08:28:57+00:00
234,2145795309703,cus_25507,25.9,2020-04-13 08:28:52+00:00
235,2145795113095,cus_49154,8.9,2020-04-13 08:28:45+00:00
236,2145794883719,cus_38252,8.9,2020-04-13 08:28:39+00:00
237,2145794752647,cus_49152,8.9,2020-04-13 08:28:33+00:00
238,2145794588807,cus_49151,9.55,2020-04-13 08:28:27+00:00
239,2145794490503,cus_35352,21.34,2020-04-13 08:28:22+00:00
240,2145794261127,cus_8381,19.9,2020-04-13 08:28:16+00:00
241,2145794130055,cus_22666,8.9,2020-04-13 08:28:09+00:00
242,2145793998983,cus_38273,19.9,2020-04-13 08:28:04+00:00
243,2145793835143,cus_39804,8.9,2020-04-13 08:27:56+00:00
244,2145793671303,cus_49145,8.9,2020-04-13 08:27:50+00:00
245,2145793572999,cus_49144,8.9,2020-04-13 08:27:43+00:00
246,2145793507463,cus_49143,8.9,2020-04-13 08:27:38+00:00
247,2145793409159,cus_49142,8.9,2020-04-13 08:27:30+00:00
248,2145793147015,cus_49141,8.9,2020-04-13 08:27:24+00:00
249,2145793048711,cus_49140,8.9,2020-04-13 08:27:18+00:00
250,2145792950407,cus_49139,15.53,2020-04-13 08:27:11+00:00
251,2145792688263,cus_49138,19.9,2020-04-13 08:27:05+00:00
252,2145792557191,cus_49137,8.9,2020-04-13 08:26:59+00:00
253,2145792295047,cus_49136,9.55,2020-04-13 08:26:53+00:00
254,2145792196743,cus_4588,3.9,2020-04-13 08:26:47+00:00
255,2145792065671,cus_49134,19.9,2020-04-13 08:26:41+00:00
256,2145791869063,cus_6242,19.9,2020-04-13 08:26:35+00:00
257,2145791606919,cus_49132,8.9,2020-04-13 08:26:28+00:00
258,2145791443079,cus_49131,19.9,2020-04-13 08:26:21+00:00
259,2145791148167,cus_49130,8.9,2020-04-13 08:26:14+00:00
260,2145791082631,cus_49129,19.9,2020-04-13 08:26:08+00:00
261,2145790918791,cus_49128,21.34,2020-04-13 08:26:01+00:00
262,2145790754951,cus_1372,8.9,2020-04-13 08:25:54+00:00
263,2145790492807,cus_1432,8.9,2020-04-13 08:25:47+00:00
264,2145790427271,cus_49125,9.55,2020-04-13 08:25:41+00:00
265,2145790132359,cus_49124,8.9,2020-04-13 08:25:35+00:00
266,2145790034055,cus_49123,8.9,2020-04-13 08:25:29+00:00
267,2145789902983,cus_32149,8.9,2020-04-13 08:25:24+00:00
268,2145789706375,cus_1572,7.9,2020-04-13 08:25:18+00:00
269,2145789509767,cus_49120,19.9,2020-04-13 08:25:11+00:00
270,2145789313159,cus_49119,8.9,2020-04-13 08:25:04+00:00
271,2145789247623,cus_49118,19.9,2020-04-13 08:24:57+00:00
272,2145789149319,cus_49117,21.34,2020-04-13 08:24:51+00:00
273,2145789051015,cus_49116,19.9,2020-04-13 08:24:44+00:00
274,2145788887175,cus_49115,9.59,2020-04-13 08:24:39+00:00
275,2145788723335,cus_10139,8.9,2020-04-13 08:24:24+00:00
276,2145788461191,cus_47374,9.55,2020-04-13 08:24:15+00:00
277,2145788199047,cus_49112,49.95,2020-04-13 08:24:07+00:00
278,2145777254535,cus_49111,9.59,2020-04-13 08:14:28+00:00
279,2145768308871,cus_49110,25.0,2020-04-13 08:06:34+00:00
280,2145768308871,cus_49110,25.0,2020-04-13 08:07:19+00:00
281,2145760215175,cus_32136,25.0,2020-04-13 07:59:20+00:00
282,2145758052487,cus_49108,138.5,2020-04-13 07:57:05+00:00
283,2145728299143,cus_11007,12.76,2020-04-13 07:29:26+00:00
284,2145726595207,cus_49106,44.0,2020-04-13 07:28:12+00:00
285,2145726201991,cus_49105,25.9,2020-04-13 07:27:50+00:00
286,2145722990727,cus_49104,24.88,2020-04-13 07:25:25+00:00
287,2145721843847,cus_49103,13.72,2020-04-13 07:24:34+00:00
288,2145712242823,cus_49102,21.49,2020-04-13 07:14:26+00:00
289,2145688879239,cus_49101,7.12,2020-04-13 06:47:15+00:00
290,2145675149447,cus_1088,105.58,2020-04-13 06:36:33+00:00
291,2145675149447,cus_1088,105.58,2020-04-13 06:37:32+00:00
292,2145665712263,cus_49099,9.59,2020-04-13 06:34:27+00:00
293,2145665581191,cus_49098,8.9,2020-04-13 06:34:25+00:00
294,2145646739591,cus_49097,28.0,2020-04-13 06:27:48+00:00
295,2145615708295,cus_49096,32.0,2020-04-13 06:03:06+00:00
296,2145612464263,cus_49095,9.81,2020-04-13 05:59:21+00:00
297,2145608335495,cus_49094,21.64,2020-04-13 05:54:21+00:00
298,2145604468871,cus_49093,15.99,2020-04-13 05:49:48+00:00
299,2145585102983,cus_49092,9.46,2020-04-13 05:24:22+00:00
300,2145582743687,cus_49091,26.52,2020-04-13 05:20:57+00:00
301,2145576255623,cus_49090,27.35,2020-04-13 05:12:45+00:00
302,2145571209351,cus_15708,18.01,2020-04-13 05:07:51+00:00
303,2145563607175,cus_49088,5.34,2020-04-13 04:59:22+00:00
304,2145558593671,cus_49087,5.42,2020-04-13 04:54:21+00:00
305,2145558397063,cus_49086,43.38,2020-04-13 04:54:13+00:00
306,2145554792583,cus_13925,99.0,2020-04-13 04:49:44+00:00
307,2145554366599,cus_49084,49.95,2020-04-13 04:49:22+00:00
308,2145549779079,cus_49083,9.52,2020-04-13 04:44:21+00:00
309,2145549451399,cus_49082,14.99,2020-04-13 04:43:46+00:00
310,2145541488775,cus_4898,21.09,2020-04-13 04:34:23+00:00
311,2145541390471,cus_49080,5.37,2020-04-13 04:34:21+00:00
312,2145537851527,cus_49079,89.76,2020-04-13 04:30:30+00:00
313,2145532772487,cus_49078,4.99,2020-04-13 04:24:13+00:00
314,2145523990663,cus_49077,19.9,2020-04-13 04:14:47+00:00
315,2145517928583,cus_49076,26.8,2020-04-13 04:08:32+00:00
316,2145513439367,cus_49075,139.0,2020-04-13 04:04:35+00:00
317,2145513013383,cus_49074,21.79,2020-04-13 04:04:21+00:00
318,2145493287047,cus_49073,9.43,2020-04-13 03:44:20+00:00
319,2145488076935,cus_49072,9.8,2020-04-13 03:39:20+00:00
320,2145463074951,cus_30216,9.57,2020-04-13 03:29:20+00:00
321,2145445904519,cus_49070,9.43,2020-04-13 03:14:22+00:00
322,2145443807367,cus_49069,11.99,2020-04-13 03:12:31+00:00
323,2145439613063,cus_48924,21.09,2020-04-13 03:09:20+00:00
324,2145438630023,cus_15323,19.99,2020-04-13 03:08:26+00:00
325,2145437483143,cus_49066,15.53,2020-04-13 03:07:36+00:00
326,2145427554439,cus_49065,37.79,2020-04-13 02:59:18+00:00
327,2145423294599,cus_49064,19.99,2020-04-13 02:56:11+00:00
328,2145421066375,cus_42666,19.9,2020-04-13 02:54:27+00:00
329,2145421033607,cus_49062,21.49,2020-04-13 02:54:25+00:00
330,2145420968071,cus_49061,21.09,2020-04-13 02:54:23+00:00
331,2145420902535,cus_49060,9.43,2020-04-13 02:54:21+00:00
332,2145420836999,cus_49059,21.34,2020-04-13 02:54:19+00:00
333,2145407533191,cus_49058,19.9,2020-04-13 02:44:20+00:00
334,2145398685831,cus_49057,27.94,2020-04-13 02:38:00+00:00
335,2145387085959,cus_49056,8.9,2020-04-13 02:29:25+00:00
336,2145324728455,cus_48976,9.63,2020-04-13 01:44:18+00:00
337,2145324597383,cus_49054,21.57,2020-04-13 01:44:16+00:00
338,2145319223431,cus_31607,37.0,2020-04-13 01:40:31+00:00
339,2145303199879,cus_49052,9.49,2020-04-13 01:29:15+00:00
340,2145298514055,cus_49051,7.12,2020-04-13 01:26:00+00:00
341,2145288421511,cus_49050,9.66,2020-04-13 01:19:15+00:00
342,2145284391047,cus_20297,53.43,2020-04-13 01:16:17+00:00
343,2145264173191,cus_49048,25.75,2020-04-13 01:02:03+00:00
344,2145252475015,cus_20717,9.43,2020-04-13 00:54:18+00:00
345,2145252409479,cus_49046,10.16,2020-04-13 00:54:17+00:00
346,2145244905607,cus_49045,21.29,2020-04-13 00:49:17+00:00
347,2145241464967,cus_49044,25.46,2020-04-13 00:47:11+00:00
348,2145237270663,cus_40549,9.79,2020-04-13 00:44:41+00:00
349,2145237205127,cus_49042,5.37,2020-04-13 00:44:39+00:00
350,2145226883207,cus_49041,38.4,2020-04-13 00:38:20+00:00
351,2145225539719,cus_49040,28.5,2020-04-13 00:37:30+00:00
352,2145194705031,cus_49039,64.59,2020-04-13 00:16:14+00:00
353,2145183629447,cus_49038,21.69,2020-04-13 00:09:14+00:00
354,2145168523399,cus_49037,16.91,2020-04-12 23:58:59+00:00
355,2145161183367,cus_49036,53.95,2020-04-12 23:54:13+00:00
356,2145153810567,cus_35895,9.63,2020-04-12 23:49:12+00:00
357,2145151385735,cus_49034,128.46,2020-04-12 23:47:16+00:00
358,2145150042247,cus_49033,19.9,2020-04-12 23:46:27+00:00
359,2145117700231,cus_49032,9.63,2020-04-12 23:24:13+00:00
360,2145117667463,cus_8024,19.9,2020-04-12 23:24:11+00:00
361,2145110524039,cus_49030,9.48,2020-04-12 23:19:11+00:00
362,2145110458503,cus_27591,9.43,2020-04-12 23:19:09+00:00
363,2145071267975,cus_49028,9.79,2020-04-12 22:54:09+00:00
364,2145048068231,cus_49027,9.69,2020-04-12 22:39:09+00:00
365,2145031061639,cus_17771,35.96,2020-04-12 22:28:11+00:00
366,2144991969415,cus_49025,9.56,2020-04-12 22:04:08+00:00
367,2144985383047,cus_49024,31.45,2020-04-12 22:00:29+00:00
368,2144976666759,cus_49023,14.26,2020-04-12 21:55:11+00:00
369,2144966213767,cus_49022,9.56,2020-04-12 21:49:10+00:00
370,2144966148231,cus_49021,20.99,2020-04-12 21:49:08+00:00
371,2144956973191,cus_49020,21.09,2020-04-12 21:44:12+00:00
372,2144956809351,cus_49019,9.75,2020-04-12 21:44:09+00:00
373,2144956547207,cus_14288,8.9,2020-04-12 21:43:59+00:00
374,2144951763079,cus_44954,19.9,2020-04-12 21:41:13+00:00
375,2144923222151,cus_24302,8.9,2020-04-12 21:24:50+00:00
376,2144921550983,cus_49015,107.46,2020-04-12 21:23:51+00:00
377,2144920895623,cus_49014,8.9,2020-04-12 21:23:32+00:00
378,2144914473095,cus_49013,49.95,2020-04-12 21:20:05+00:00
379,2144912703623,cus_41883,8.9,2020-04-12 21:19:07+00:00
380,2144903528583,cus_49011,10.41,2020-04-12 21:14:09+00:00
381,2144894025863,cus_49010,8.9,2020-04-12 21:09:05+00:00
382,2144860766343,cus_49009,31.13,2020-04-12 20:51:21+00:00
383,2144839925895,cus_49008,24.22,2020-04-12 20:41:38+00:00
384,2144835174535,cus_3324,8.9,2020-04-12 20:39:04+00:00
385,2144775995527,cus_49006,21.09,2020-04-12 20:09:10+00:00
386,2144775929991,cus_49005,9.3,2020-04-12 20:09:08+00:00
387,2144762364039,cus_49004,25.5,2020-04-12 20:02:10+00:00
388,2144746176647,cus_49003,9.81,2020-04-12 19:54:05+00:00
389,2144712097927,cus_49002,199.8,2020-04-12 19:37:22+00:00
390,2144711475335,cus_49001,50.99,2020-04-12 19:37:01+00:00
391,2144705642631,cus_20998,34.95,2020-04-12 19:34:04+00:00
392,2144695287943,cus_48999,9.61,2020-04-12 19:29:03+00:00
393,2144693584007,cus_48998,36.95,2020-04-12 19:28:03+00:00
394,2144679395463,cus_48997,27.45,2020-04-12 19:21:04+00:00
395,2144675528839,cus_48996,5.43,2020-04-12 19:19:04+00:00
396,2144675430535,cus_48995,37.96,2020-04-12 19:19:03+00:00
397,2144636633223,cus_48994,9.75,2020-04-12 18:59:01+00:00
398,2144597508231,cus_48993,133.22,2020-04-12 18:40:25+00:00
